CITY,ACTIVE,FED_RSSD,CERT,STALP,NAME,ID,ASSET
Jonesville,1,930853,10532,LA,CLB The Community Bank,10532,343895
Winnsboro,1,628552,10533,LA,Winnsboro State Bank & Trust Company,10533,412536
Deridder,0,541035,10534,LA,City Savings Bank & Trust Company,10534,326101
Hyannis,0,620305,10538,MA,"Cape Cod Bank and Trust, National Association",10538,1282972
Springfield,0,603607,10540,MA,Shawmut First Bank and Trust Company,10540,528150
Springfield,0,225009,10541,MA,BayBank Valley Trust Company,10541,908812
Taunton,0,17307,10543,MA,Bristol County Trust Company,10543,
Newton,0,822707,10544,MA,"University Bank, National Association",10544,318836
Caro,0,615945,10547,MI,"The Peoples State Bank of Caro, Michigan",10547,37666
L'Anse,0,351355,10548,MI,Commercial National Bank of L'Anse,10548,65572
Camdenton,0,476744,1055,MO,Camden County Bank,1055,16861
Bad Axe,0,1017948,10550,MI,First of America Bank - Thumb Area,10550,121311
Carson City,0,891842,10551,MI,The State Bank of Carson City,10551,
Merrill,0,198541,10553,MI,The Farmers and Merchants State Bank of Merrill,10553,
St. Johns,0,506043,10554,MI,Old Kent Bank of St. Johns,10554,113879
South Range,0,139759,10556,MI,North Country Bank,10556,79267
Zeeland,0,440343,10558,MI,FMB-First Michigan Bank,10558,1378649
Clearbrook,0,403357,10559,MN,First State Bank of Clearbrook,10559,47802
Glasgow,0,836151,1056,MO,Glasgow Savings Bank,1056,22341
Hartland,1,1007752,10561,MN,Arcadian Bank,10561,241415
Hector,0,948951,10562,MN,Rural American Bank - Hector/Fairfax,10562,56963
Jasper,0,26756,10563,MN,Jasper State Bank,10563,17197
Lakefield,0,913258,10564,MN,First State Bank of Lakefield,10564,27537
London,0,92153,10565,MN,London State Bank,10565,4322
Madelia,0,988658,10566,MN,"Farmers State Bank of Madelia, Incorporated",10566,61771
New London,1,842853,10567,MN,United Minnesota Bank,10567,53601
Ogema,0,168357,10568,MN,"Community Development Bank, FSB",10568,167299
White Bear Lake,0,224253,10569,MN,"First Bank White Bear Lake, National Association",10569,123255
Lebanon,0,924759,1057,MO,Central Bank,1057,262891
Moorhead,0,700159,10570,MN,American Bank Moorhead,10570,145622
Alpha,1,388753,10571,MN,Farmers and Merchants State Bank of Alpha,10571,48306
Wayzata,0,389956,10572,MN,"First Bank Anoka, National Association",10572,69484
Courtland,0,373852,10573,MN,Courtland State Bank,10573,18479
Crookston,0,119359,10574,MN,First American Bank of Crookston,10574,43512
Hardwick,0,52456,10575,MN,Hardwick State Bank,10575,11472
Harmony,1,22552,10576,MN,First Southeast Bank,10576,153702
Rochester,0,883052,10577,MN,"Marquette Bank Rochester, National Association",10577,223171
Wood Lake,0,841258,10578,MN,First Independent Bank of Wood Lake,10578,17237
Goodhue,0,19150,10579,MN,Goodhue State Bank,10579,24122
Lemay,1,657459,1058,MO,Midwest BankCentre,1058,3034068
Madison,0,958053,10580,MN,United Prairie Bank - Madison,10580,31707
Shorewood,0,719955,10581,MN,Beacon Bank,10581,349989
Tyler,0,207957,10582,MN,"Citizens State Bank of Tyler, Incorporated",10582,30346
Starkville,0,927442,10584,MS,Peoples Bank,10584,
Taylorsville,0,44237,10585,MS,Smith County Bank,10585,93872
Holly Springs,0,773546,10588,MS,First State Bank,10588,136988
Iuka,0,841744,10589,MS,Iuka Guaranty Bank,10589,117357
Richmond Heights,0,37154,1059,MO,Commerce Bank of Richmond Heights,1059,47575
Olive Branch,0,542845,10590,MS,Bank of Olive Branch,10590,
Sardis,0,975247,10591,MS,Bank of Sardis,10591,28723
Meadville,1,68831,10594,MS,Bank of Franklin,10594,303255
Butler,1,756848,10595,MO,Community First Bank,10595,258908
Orrick,1,1003950,10597,MO,TBO Bank,10597,246896
St. Joseph,0,355755,10599,MO,"Farmers State Bank, St. Joseph, Missouri",10599,50867
Marshall,1,671558,1060,MO,Wood & Huston Bank,1060,1217421
Ellington,0,955856,10600,MO,Sun Security Bank of America,10600,228385
Grant City,0,369051,10601,MO,Farmers Bank of Grant City/Sheridan,10601,9795
Urbana,0,378950,10606,MO,The Bank of Urbana,10606,177499
Harwood,0,716150,10607,MO,Bank of Harwood,10607,4261
Mineral Point,1,975153,10608,MO,UNICO Bank,10608,497269
Jackson,0,791755,10609,MO,Cape County Bank,10609,114793
Saint Louis,0,626446,1061,MO,Mercantile Bank of St. Louis National Association,1061,20376500
Keytesville,0,919250,10610,MO,Bank of Keytesville,10610,18966
Cameron,0,774851,10611,MO,Horizon State Bank,10611,21685
Paris,0,945651,10612,MO,United Missouri Bank of Paris,10612,31744
Slater,0,205159,10613,MO,State Bank of Slater,10613,43512
Buckner,0,103451,10616,MO,First State Bank of Missouri,10616,25373
Bethany,1,1009242,10618,MO,BTC Bank,10618,1618873
Jefferson City,1,508346,10619,MO,Hawthorn Bank,10619,1842799
Moberly,0,40556,1062,MO,"Commerce Bank of Moberly, National Association",1062,70384
Scott City,0,828053,10620,MO,Security Bank and Trust Company,10620,79522
Gideon,0,720951,10621,MO,First Commercial Bank,10621,216867
Concordia,1,565844,10623,MO,State Bank of Missouri,10623,139381
Linneus,0,804552,10625,MO,Linn County State Bank,10625,5381
New Cambria,0,879550,10626,MO,Bank of New Cambria,10626,31866
Rothville,1,252452,10628,MO,Preferred Bank,10628,138119
Steele,0,435358,10629,MO,Bank Star of the BootHeel,10629,98296
Northwoods,0,940955,1063,MO,Normandy Bank,1063,70272
Arnold,0,977054,10631,NE,Arnold State Bank,10631,13044
Burchard,0,1003754,10632,NE,State Bank of Burchard,10632,3918
Omaha,0,577856,10633,NE,Bank of Millard,10633,62781
Lincoln,1,913856,10634,NE,Pinnacle Bank,10634,9115395
Steinauer,1,384353,10635,NE,The Bank of Steinauer,10635,25387
Blue Hill,0,533955,10636,NE,The Commercial Bank,10636,39957
Cambridge,1,134156,10637,NE,First Central Bank,10637,137631
Gothenburg,1,493152,10639,NE,Flatwater Bank,10639,346649
Hay Springs,0,498951,10640,NE,Northwestern State Bank,10640,
Eagle,1,388557,10641,NE,Riverstone Bank,10641,586729
Ord,0,662752,10642,NE,United Nebraska Bank,10642,57269
Omaha,1,397559,10643,NE,Dundee Bank,10643,922392
Odell,0,218850,10644,NE,State Bank of Odell,10644,33216
Wallace,0,579551,10645,NE,Citizens Security Bank,10645,
Alliance,0,334853,10646,NE,Community First National Bank,10646,279062
Elmwood,1,1014451,10647,NE,American Exchange Bank,10647,74745
Sedalia,0,427250,1065,MO,Mercantile Bank of West Central Missouri,1065,132046
Louisville,0,29953,10650,NE,Home State Bank,10650,81765
Ewing,0,84251,10652,NE,Farmers State Bank,10652,21349
Murray,0,40350,10653,NE,The Murray State Bank,10653,47891
Huron,0,705426,10655,OH,The Firelands Community Bank,10655,
Clyde,0,72418,10656,OH,The Clyde Savings Bank Company,10656,85894
Cleveland,0,517115,10657,OH,The Continental Bank,10657,
Lodi,0,992020,10659,OH,The Medina County Bank,10659,
St. Louis,0,533058,1066,MO,The Baden Bank of St. Louis,1066,116503
Celina,0,820310,10660,OH,Community First Bank & Trust,10660,928548
Union City,0,533526,10661,OH,The Farmers State Bank of Union City,10661,88982
Andover,1,27614,10663,OH,The Andover Bank,10663,602083
Columbus,0,77114,10665,OH,Society Bank,10665,688498
Jackson,0,623922,10666,OH,Oak Hill Banks,10666,1008346
Bixby,1,139553,10667,OK,Mabrey Bank,10667,1994473
Tryon,0,403852,10668,OK,Farmers & Merchants Bank,10668,4291
Claremore,0,267858,10669,OK,"Bank of Oklahoma, Claremore",10669,52385
Hazelwood,0,534653,1067,MO,Bremen Bank and Trust Company,1067,163643
Jenks,0,352754,10670,OK,"Bank of Commerce, Jenks, Oklahoma",10670,9943
Skiatook,1,316859,10672,OK,The Exchange Bank,10672,155435
Fairview,0,123057,10673,OK,"Fairview State Bank of Fairview, Okla.",10673,24000
Hydro,1,291059,10674,OK,Bank of Hydro,10674,181469
Wetumka,0,966656,10675,OK,"The Bank of Commerce, Wetumka, Oklahoma",10675,39160
Hobart,0,875851,10676,OK,Home State Bank,10676,40544
Jonestown,1,653611,10677,PA,"Jonestown Bank and Trust Company, of Jonestown, Pennsylvania",10677,1004066
Muncy,0,141211,10678,PA,The Muncy Bank and Trust Company,10678,659970
Des Peres,1,177751,1068,MO,Cass Commercial Bank,1068,1328042
St. Marys,0,642914,10680,PA,First Laurel Bank,10680,
Shamokin,0,411811,10681,PA,"The Guarantee Trust and Safe Deposit Company of Shamokin, Pa.",10681,
Somerset,0,867726,10682,PA,The County Trust Company,10682,
Mifflinburg,1,779016,10685,PA,Central Penn Bank & Trust,10685,1259608
Scottdale,0,189820,10688,PA,The Scottdale Bank & Trust Company,10688,260735
Clayton,0,229847,1069,MO,Union Planters Bank of Missouri,1069,197436
Milan,0,429656,10691,TN,First American National Bank of Milan,10691,
Hohenwald,0,506735,10692,TN,Hohenwald Bank & Trust Co.,10692,
Dayton,0,724230,10693,TN,SimplyBank.,10693,683028
Whiteville,0,472054,10694,TN,The Whiteville Bank,10694,61994
Athens,0,788933,10695,TN,City & County Bank of McMinn County,10695,40048
Benton,0,675239,10696,TN,Benton Banking Company,10696,101658
Brownsville,0,52858,10698,TN,Union Planters Bank of the Tennessee Delta,10698,92217
Coalmont,0,701633,10699,TN,Coalmont Savings Bank,10699,25716
Clarendon,1,691042,107,AR,The Merchants & Planters Bank,107,52429
St. Louis,0,597359,1070,MO,Central West End Bank,1070,
Beeville,0,212456,10701,TX,State Bank & Trust Company,10701,75309
Abilene,1,498456,10704,TX,Avana Bank,10704,39236
Navasota,0,951960,10707,TX,The Security State Bank,10707,27314
Yoakum,1,564463,10709,TX,Crossroads Bank,10709,381174
Saint Louis,0,598954,1071,MO,Jefferson Bank and Trust Company,1071,748068
Marble Falls,0,481458,10710,TX,First Interstate Bank of Marble Falls,10710,155670
Waxahachie,0,613866,10711,TX,Waxahachie Bank and Trust Company,10711,68874
Bertram,0,33754,10712,TX,Farmers State Bank,10712,29088
East Bernard,0,592354,10713,TX,Union State Bank,10713,79358
Rising Star,0,740566,10714,TX,First State Bank of Rising Star,10714,13983
Wallis,0,551669,10715,TX,Wallis State Bank,10715,
Cooper,0,431958,10716,TX,The Enloe State Bank,10716,36738
Hallettsville,1,530851,10719,TX,Peoples State Bank of Hallettsville,10719,407529
St. Louis,0,353854,1072,MO,Jefferson-Gravois Bank of St. Louis,1072,86005
Haysi,0,267223,10725,VA,"Dominion Bank of the Cumberlands, National Association",10725,248959
Poquoson,0,602721,10728,VA,First Virginia Bank of the Peninsula,10728,
Vienna,0,916129,10729,VA,United Virginia Bank of Fairfax,10729,
St. Louis,1,185859,1073,MO,Lindell Bank & Trust Company,1073,944969
Rose Hill,0,359324,10730,VA,The Peoples Bank,10730,166032
Front Royal,0,128221,10731,VA,Bank of Virginia-Warren,10731,
Roanoke,0,5023,10732,VA,Mountain Trust Bank,10732,
South Boston,0,222428,10733,VA,United Virginia Bank/Citizens of South Boston,10733,
Auburndale,0,508841,10734,WI,Pioneer Bank,10734,161190
Darien,0,464947,10735,WI,First Bank Southeast of Darien,10735,
Poplar,0,45159,10736,WI,Poplar State Bank,10736,
Sullivan,0,121745,10737,WI,F&M Bank of Sullivan,10737,13587
Rhinelander,0,64646,10738,WI,Northwoods State Bank,10738,80661
Fox Lake,0,909644,10739,WI,State Bank of Fox Lake,10739,25603
St. Louis,0,471954,1074,MO,"Commerce Bank of St. Louis, National Association",1074,509069
Gays Mills,0,849544,10740,WI,Royal Bank,10740,12787
Independence,1,396057,10741,WI,Independence State Bank,10741,85884
Waunakee,0,878142,10744,WI,Bank of Waunakee,10744,102218
New York City,0,594219,10752,NY,The Franklin Savings Bank in the City of N. Y.,10752,
Saint Louis,0,191850,1077,MO,Commerce Bank of Mound City,1077,
Saint Louis,0,419152,1078,MO,Allegiant Bank,1078,2751358
Yreka,0,852263,10781,CA,Scott Valley Bank,10781,682579
San Francisco,0,80691,10783,CA,The Hibernia Bank,10783,1559480
Carthage,0,864435,10787,IL,Farmers State Bank of Ferris,10787,45319
Oglesby,1,180845,10788,IL,Illini State Bank,10788,171415
St. Louis,0,359052,1079,MO,Northwestern Bank and Trust Company,1079,
Toluca,0,478449,10790,IL,Alpha Community Bank,10790,176749
Winslow,1,430344,10791,IL,Community Bank,10791,304070
Mounds,0,386843,10792,IL,The First State Bank of Mounds,10792,18612
River Forest,0,935148,10793,IL,River Forest State Bank and Trust Company,10793,349427
Riverdale,0,811840,10795,IL,Riverdale Bank,10795,94164
Yorkville,0,555247,10797,IL,The Bank of Yorkville,10797,71107
Highland Park,0,803836,10798,IL,"NBD Highland Park Bank, National Association",10798,472808
Campbell Hill,1,698546,10799,IL,First State Bank of Campbell Hill,10799,161022
Fayetteville,0,649548,108,AR,Chambers Bank of North Arkansas,108,287433
Saint Louis,0,420457,1080,MO,Southern Commercial Bank,1080,504099
Dalton City,0,40332,10801,IL,The Hight State Bank,10801,12558
Danforth,0,41937,10802,IL,Farmers State Bank of Danforth,10802,59631
Dewey,1,846132,10803,IL,Dewey Bank,10803,30279
Du Quoin,1,823142,10804,IL,Du Quoin State Bank,10804,143158
Dwight,0,727530,10805,IL,Bank of Dwight,10805,57612
Malden,0,420233,10807,IL,Malden State Bank,10807,13258
Van Orin,1,472148,10809,IL,First State Bank of Van Orin,10809,40900
Saint Louis,0,543253,1081,MO,"Southwest Bank, An M&I Bank",1081,5374091
Elkville,0,827346,10810,IL,Elkville State Bank,10810,24113
Emington,0,736130,10811,IL,The Taylor State Bank,10811,4980
Ewing,0,637947,10812,IL,Ewing State Bank,10812,
Frankfort,0,604734,10814,IL,Harris Bank Frankfort,10814,332637
Genoa,0,746335,10815,IL,Citizens First National Bank of Genoa,10815,43252
Grand Chain,1,226949,10816,IL,Grand Rivers Community Bank,10816,15141
Gridley,0,999533,10817,IL,"AMCORE Bank, Gridley",10817,18750
Hillsdale,0,1004238,10818,IL,Old Farmers & Merchants State Bank,10818,45468
Hinckley,0,806435,10819,IL,Hinckley State Bank,10819,64080
Industry,1,944935,10820,IL,State Bank of Industry,10820,67060
Louisville,1,498942,10821,IL,Clay County State Bank,10821,106654
South Holland,0,403441,10824,IL,South Holland Trust & Savings Bank,10824,558080
Speer,0,250047,10825,IL,State Bank of Speer,10825,182638
Carbondale,0,141341,10828,IL,The Bank of Carbondale,10828,268874
Virginia,1,602543,10829,IL,"Petefish, Skiles & Co.",10829,502539
St. Louis,0,360357,1083,MO,Commerce Bank of Tower Grove,1083,246865
Watseka,1,193649,10831,IL,"The First Trust and Savings Bank of Watseka, Illinois",10831,333386
Mansfield,0,297734,10834,IL,Peoples State Bank of Mansfield,10834,139670
Mount Erie,0,300045,10835,IL,Mt. Erie State Bank,10835,15460
Mount Zion,0,780740,10836,IL,Mt. Zion State Bank,10836,26444
Campus,1,424437,10840,IL,Campus State Bank,10840,25498
Cave In Rock,0,765149,10841,IL,Hardin County State Bank,10841,3261
Champaign,0,251736,10842,IL,Main Street Bank & Trust,10842,1679876
Chatsworth,1,441135,10843,IL,Citizens Bank of Chatsworth,10843,38414
Chester,1,621441,10844,IL,Buena Vista National Bank,10844,336492
Clay City,1,623548,10845,IL,The Clay City Banking Co.,10845,256234
Avon,1,609832,10849,IL,Tompkins State Bank,10849,304921
Clayton,0,626446,1085,MO,Mercantile Bank National Association,1085,4358909
Benson,0,380935,10850,IL,Farmers State Bank of Benson,10850,29026
Bloomington,0,448330,10851,IL,"Bank One, Bloomington-Normal",10851,171256
Bloomington,0,450137,10852,IL,Magna Bank of McLean County,10852,98510
Ashland,1,920733,10853,IL,West Central Bank,10853,237943
Bement,1,439730,10855,IL,State Bank of Bement,10855,185141
Brimfield,0,315339,10856,IL,Brimfield Bank,10856,43508
Buffalo Prairie,0,403937,10857,IL,Buffalo Prairie State Bank,10857,68564
Oneida,1,916343,10858,IL,Anderson State Bank,10858,107366
Versailles,1,625850,1086,MO,The Bank of Versailles,1086,350144
Pinckneyville,1,478140,10860,IL,Murphy-Wall State Bank and Trust Company,10860,207717
Pleasant Hill,0,417541,10861,IL,Citizens State Bank of Pleasant Hill,10861,19462
Red Bud,0,423542,10862,IL,First Bank,10862,43255
Chicago,0,40248,10864,IL,First American Bank,10864,123633
Oquawka,0,794046,10866,IL,Midwest Bank of Oquawka,10866,12868
Jacksonville,0,35842,10868,IL,Premier Bank of Jacksonville,10868,186028
Washington,0,313054,1087,MO,Mercantile Bank of Franklin County,1087,176658
Albers,0,804347,10870,IL,Peoples Bank of Albers,10870,12584
Beecher City,1,601041,10871,IL,First State Bank of Beecher City,10871,113469
Chesterfield,1,767246,10872,IL,Chesterfield State Bank,10872,21884
Williamsfield,0,355737,10874,IL,Laura State Bank,10874,17250
Monmouth,0,957645,10875,IL,Marquette Bank Monmouth,10875,81780
Osco,0,917948,10877,IL,State Bank of Osco,10877,36569
Waterman,1,604640,10878,IL,Waterman Bank,10878,172363
Minier,0,894946,10879,IL,First Farmers State Bank,10879,228288
Webster Groves,0,505653,1088,MO,Boatmen's Bank of Webster Groves,1088,108955
Annawan,0,592831,10880,IL,The State Bank of Annawan,10880,37223
Kankakee,0,212979,10881,IL,Centrue Bank,10881,621777
South Chicago Heights,0,586344,10882,IL,Grand National Bank,10882,146350
Griggsville,1,695947,10883,IL,Eagle Valley Bank,10883,229730
Chestnut,0,318639,10885,IL,Bank of Chestnut,10885,21128
Eldorado,1,635840,10886,IL,Legence Bank,10886,648266
New Baden,0,327949,10887,IL,First County Bank,10887,485718
Peotone,0,744144,10888,IL,Peotone Bank and Trust Company,10888,130165
Sheffield,0,521541,10889,IL,"Farmers' State Bank of Sheffield, Ill.",10889,11429
Indianola,0,901844,1089,MS,"Community Bank, Indianola, National Association",1089,92281
Wheeling,0,366340,10891,IL,Wheeling Trust and Savings Bank,10891,103575
Highland,0,346744,10892,IL,American Bank of Illinois in Highland,10892,32887
Calmar,0,827542,10893,IA,Security State Bank,10893,44673
Moville,0,771346,10894,IA,Western Bank & Trust National Association,10894,43974
Des Moines,0,636548,10895,IA,"Firstar Bank Iowa, National Association",10895,2875965
Douds,0,672041,10896,IA,Farmers and Traders Savings Bank,10896,19995
Dumont,0,602141,10897,IA,State Bank of Dumont,10897,13783
Garnavillo,0,473341,10898,IA,The Garnavillo Savings Bank,10898,40511
Grand Mound,0,906045,10899,IA,Union Savings Bank,10899,
Horatio,1,458142,109,AR,Horatio State Bank,109,311768
Escanaba,1,236957,1090,MI,Upper Peninsula State Bank,1090,370983
Kalona,0,841249,10900,IA,Boatmen's Bank of Kalona,10900,29299
Ossian,0,71242,10901,IA,The Ossian State Bank,10901,21477
State Center,1,607146,10903,IA,Central State Bank,10903,562158
Marshalltown,0,689740,10904,IA,F&M Bank-Iowa Central,10904,469960
Baldwin City,1,997155,10906,KS,The Baldwin State Bank,10906,107678
Beloit,1,1009756,10907,KS,Guaranty State Bank and Trust Company,10907,386468
De Soto,0,698957,10908,KS,Great American Bank,10908,78266
Ewen,0,240459,1091,MI,The State Bank of Ewen,1091,63099
Wichita,0,500050,10911,KS,"Commerce Bank, National Association",10911,1211811
Independence,0,940058,10912,KS,Citadel Bank of Independence,10912,48072
Parsons,0,465056,10914,KS,The State Bank of Parsons,10914,16751
Overland Park,0,357151,10916,KS,Stanley Bank,10916,150161
Ulysses,1,207452,10918,KS,Grant County Bank,10918,306274
Bern,1,1013650,10919,KS,The State Bank of Bern,10919,126405
Gladstone,1,242958,1092,MI,Baybank,1092,175122
Dodge City,1,638850,10920,KS,The Fidelity State Bank and Trust Company,10920,199575
